default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_employment_since,installment_as_income_perc,sex,personal_status,other_debtors,present_residence_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
Not default,no checking account,36,existing credits paid back duly till now,domestic appliances,3835.0,unknown/ no savings account,.. >= 7 years,2,female,divorced,none,4,real estate,45,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes
Default,< 0 DM,27,no credits taken/ all credits paid back duly,business,5293.0,... < 100 DM,unemployed,2,male,single,none,4,if not A121 : building society savings agreement/ life insurance,50,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,>= 200 DM / salary assignments for at least 1 year,30,delay in paying off in the past,business,1908.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,real estate,66,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,36,critical account/ other credits existing (not at this bank),domestic appliances,3342.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",51,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,6,critical account/ other credits existing (not at this bank),retraining,932.0,unknown/ no savings account,4 <= ... < 7 years,1,female,divorced,none,3,if not A121 : building society savings agreement/ life insurance,39,none,own,2,unskilled - resident,1,none,yes
Not default,< 0 DM,18,no credits taken/ all credits paid back duly,business,3104.0,... < 100 DM,4 <= ... < 7 years,3,male,single,none,1,if not A121 : building society savings agreement/ life insurance,31,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,36,existing credits paid back duly till now,domestic appliances,3913.0,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,real estate,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,24,existing credits paid back duly till now,radio/television,3021.0,... < 100 DM,1 <= ... < 4 years,2,male,divorced,none,2,real estate,24,none,rent,1,unskilled - resident,1,none,yes
Not default,no checking account,10,existing credits paid back duly till now,car (new),1364.0,... < 100 DM,1 <= ... < 4 years,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",64,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,625.0,... < 100 DM,... < 1 year,4,male,married,guarantor,1,real estate,26,bank,own,1,unskilled - resident,1,none,yes
Not default,< 0 DM,12,existing credits paid back duly till now,(vacation - does not exist?),1200.0,unknown/ no savings account,1 <= ... < 4 years,4,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,23,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,12,existing credits paid back duly till now,domestic appliances,707.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,real estate,30,bank,own,2,skilled employee / official,1,none,yes
Not default,no checking account,24,delay in paying off in the past,business,2978.0,unknown/ no savings account,1 <= ... < 4 years,4,male,single,none,4,real estate,32,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,no checking account,15,existing credits paid back duly till now,car (used),4657.0,... < 100 DM,1 <= ... < 4 years,3,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,36,no credits taken/ all credits paid back duly,education,2613.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,48,existing credits paid back duly till now,domestic appliances,10961.0,.. >= 1000 DM,4 <= ... < 7 years,1,male,single,co-applicant,2,unknown / no property,27,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,12,existing credits paid back duly till now,radio/television,7865.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,unknown / no property,53,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,no checking account,9,existing credits paid back duly till now,domestic appliances,1478.0,... < 100 DM,4 <= ... < 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,24,existing credits paid back duly till now,radio/television,3149.0,... < 100 DM,... < 1 year,4,male,single,none,1,unknown / no property,22,bank,for free,1,skilled employee / official,1,none,yes
Default,>= 200 DM / salary assignments for at least 1 year,36,existing credits paid back duly till now,domestic appliances,4210.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,9,existing credits paid back duly till now,car (new),2507.0,500 <= ... < 1000 DM,.. >= 7 years,2,male,single,none,4,unknown / no property,51,none,for free,1,unskilled - resident,1,none,yes
Not default,no checking account,12,existing credits paid back duly till now,domestic appliances,2141.0,100 <= ... < 500 DM,4 <= ... < 7 years,3,male,single,none,1,unknown / no property,35,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,18,existing credits paid back duly till now,domestic appliances,866.0,... < 100 DM,1 <= ... < 4 years,4,male,married,guarantor,2,real estate,25,none,own,1,unskilled - resident,1,none,yes
Not default,no checking account,4,critical account/ other credits existing (not at this bank),domestic appliances,1544.0,... < 100 DM,4 <= ... < 7 years,2,male,single,none,1,real estate,42,none,own,3,unskilled - resident,2,none,yes
Default,< 0 DM,24,existing credits paid back duly till now,domestic appliances,1823.0,... < 100 DM,unemployed,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",30,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes
Default,0 <= ... < 200 DM,6,existing credits paid back duly till now,car (new),14555.0,unknown/ no savings account,unemployed,1,male,single,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,21,existing credits paid back duly till now,business,2767.0,100 <= ... < 500 DM,.. >= 7 years,4,male,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",61,bank,rent,2,unskilled - resident,1,none,yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,1291.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,yes
Not default,< 0 DM,30,existing credits paid back duly till now,domestic appliances,2522.0,... < 100 DM,.. >= 7 years,1,male,single,guarantor,3,if not A121 : building society savings agreement/ life insurance,39,none,own,1,skilled employee / official,2,none,yes
Default,< 0 DM,24,existing credits paid back duly till now,car (new),915.0,unknown/ no savings account,.. >= 7 years,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",29,bank,own,1,skilled employee / official,1,none,yes
Not default,no checking account,6,existing credits paid back duly till now,domestic appliances,1595.0,... < 100 DM,4 <= ... < 7 years,3,male,single,none,2,if not A121 : building society savings agreement/ life insurance,51,none,own,1,skilled employee / official,2,none,yes
Default,< 0 DM,48,no credits taken/ all credits paid back duly,car (used),4605.0,... < 100 DM,.. >= 7 years,3,male,single,none,4,unknown / no property,24,none,for free,2,skilled employee / official,2,none,yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),business,1185.0,... < 100 DM,1 <= ... < 4 years,3,female,divorced,none,2,real estate,27,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,12,all credits at this bank paid back duly,retraining,3447.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female,divorced,none,3,real estate,35,none,own,1,unskilled - resident,2,none,yes
Not default,no checking account,24,existing credits paid back duly till now,business,1258.0,... < 100 DM,4 <= ... < 7 years,4,male,single,none,1,real estate,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,717.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,real estate,52,none,own,3,skilled employee / official,1,none,yes
Not default,no checking account,6,no credits taken/ all credits paid back duly,car (new),1204.0,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,single,none,1,unknown / no property,35,bank,rent,1,skilled employee / official,1,none,no
Not default,>= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,1925.0,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,real estate,26,none,own,1,skilled employee / official,1,none,yes
Default,no checking account,18,existing credits paid back duly till now,domestic appliances,433.0,... < 100 DM,unemployed,3,female,divorced,co-applicant,4,real estate,22,none,rent,1,skilled employee / official,1,none,yes
Not default,< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),666.0,.. >= 1000 DM,4 <= ... < 7 years,3,female,divorced,none,4,real estate,39,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,radio/television,2251.0,... < 100 DM,1 <= ... < 4 years,1,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",46,none,own,1,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,30,existing credits paid back duly till now,car (new),2150.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,guarantor,2,unknown / no property,24,bank,own,1,skilled employee / official,1,none,yes
Not default,no checking account,24,delay in paying off in the past,radio/television,4151.0,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,single,none,3,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,2030.0,unknown/ no savings account,4 <= ... < 7 years,2,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,60,delay in paying off in the past,domestic appliances,7418.0,unknown/ no savings account,1 <= ... < 4 years,1,male,single,none,1,real estate,27,none,own,1,unskilled - resident,1,none,yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),domestic appliances,2684.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,real estate,35,none,own,2,unskilled - resident,1,none,yes
Default,< 0 DM,12,all credits at this bank paid back duly,domestic appliances,2149.0,... < 100 DM,1 <= ... < 4 years,4,male,divorced,none,1,unknown / no property,29,none,for free,1,skilled employee / official,1,none,yes
Not default,no checking account,15,existing credits paid back duly till now,car (used),3812.0,100 <= ... < 500 DM,... < 1 year,1,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,11,critical account/ other credits existing (not at this bank),domestic appliances,1154.0,100 <= ... < 500 DM,unemployed,4,female,divorced,none,4,real estate,57,none,own,3,unskilled - resident,1,none,yes
Not default,< 0 DM,12,existing credits paid back duly till now,radio/television,1657.0,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,real estate,27,none,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,24,existing credits paid back duly till now,domestic appliances,1603.0,... < 100 DM,.. >= 7 years,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",55,none,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,18,critical account/ other credits existing (not at this bank),car (new),5302.0,... < 100 DM,.. >= 7 years,2,male,single,none,4,unknown / no property,36,none,for free,3,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),(vacation - does not exist?),2748.0,... < 100 DM,.. >= 7 years,2,female,divorced,none,4,unknown / no property,57,bank,for free,3,unskilled - resident,1,none,yes
Not default,no checking account,10,critical account/ other credits existing (not at this bank),car (new),1231.0,... < 100 DM,.. >= 7 years,3,male,single,none,4,real estate,32,none,own,2,unskilled - resident,2,none,no
Default,0 <= ... < 200 DM,15,existing credits paid back duly till now,domestic appliances,802.0,... < 100 DM,.. >= 7 years,4,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,2,none,yes
Not default,no checking account,36,critical account/ other credits existing (not at this bank),business,6304.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,real estate,36,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,24,existing credits paid back duly till now,domestic appliances,1533.0,... < 100 DM,... < 1 year,4,female,divorced,none,3,"if not A121/A122 : car or other, not in attribute 6",38,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,14,existing credits paid back duly till now,car (new),8978.0,... < 100 DM,.. >= 7 years,1,male,divorced,none,4,if not A121 : building society savings agreement/ life insurance,45,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no
Not default,no checking account,24,existing credits paid back duly till now,domestic appliances,999.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,18,existing credits paid back duly till now,car (new),2662.0,unknown/ no savings account,4 <= ... < 7 years,4,male,single,none,3,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,no
Not default,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1402.0,500 <= ... < 1000 DM,4 <= ... < 7 years,3,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,car (new),12169.0,unknown/ no savings account,unemployed,4,male,single,co-applicant,4,unknown / no property,36,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,48,existing credits paid back duly till now,domestic appliances,3060.0,... < 100 DM,4 <= ... < 7 years,4,male,single,none,4,real estate,28,none,own,2,skilled employee / official,1,none,yes
Default,< 0 DM,30,existing credits paid back duly till now,education,11998.0,... < 100 DM,... < 1 year,1,male,divorced,none,1,unknown / no property,34,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes
Not default,no checking account,9,existing credits paid back duly till now,domestic appliances,2697.0,... < 100 DM,1 <= ... < 4 years,1,male,single,none,2,real estate,32,none,own,1,skilled employee / official,2,none,yes
Not default,no checking account,18,critical account/ other credits existing (not at this bank),domestic appliances,2404.0,... < 100 DM,1 <= ... < 4 years,2,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,none,yes
Not default,< 0 DM,12,existing credits paid back duly till now,radio/television,1262.0,unknown/ no savings account,.. >= 7 years,2,male,divorced,none,4,if not A121 : building society savings agreement/ life insurance,49,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes
Default,no checking account,6,existing credits paid back duly till now,radio/television,4611.0,... < 100 DM,... < 1 year,1,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,24,existing credits paid back duly till now,domestic appliances,1901.0,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,15,critical account/ other credits existing (not at this bank),car (used),3368.0,.. >= 1000 DM,.. >= 7 years,3,male,single,none,4,unknown / no property,23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,12,existing credits paid back duly till now,radio/television,1574.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,real estate,50,none,own,1,skilled employee / official,1,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,18,all credits at this bank paid back duly,domestic appliances,1445.0,unknown/ no savings account,4 <= ... < 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",49,bank,own,1,unskilled - resident,1,none,yes
Not default,no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1520.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,63,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),car (new),3878.0,100 <= ... < 500 DM,... < 1 year,4,male,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,47,existing credits paid back duly till now,car (new),10722.0,... < 100 DM,... < 1 year,1,female,divorced,none,1,real estate,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes
Not default,< 0 DM,48,existing credits paid back duly till now,car (used),4788.0,... < 100 DM,4 <= ... < 7 years,4,male,single,none,3,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,2,none,yes
Not default,0 <= ... < 200 DM,48,delay in paying off in the past,furniture/equipment,7582.0,100 <= ... < 500 DM,unemployed,2,male,single,none,4,unknown / no property,31,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1092.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,guarantor,4,real estate,49,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,24,delay in paying off in the past,domestic appliances,1024.0,... < 100 DM,... < 1 year,4,male,married,none,4,real estate,48,stores,own,1,skilled employee / official,1,none,yes
Not default,no checking account,12,existing credits paid back duly till now,business,1076.0,... < 100 DM,1 <= ... < 4 years,2,male,married,none,2,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no
Default,0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),9398.0,... < 100 DM,... < 1 year,1,male,married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,< 0 DM,24,critical account/ other credits existing (not at this bank),car (used),6419.0,... < 100 DM,.. >= 7 years,2,female,divorced,none,4,unknown / no property,44,none,for free,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,42,critical account/ other credits existing (not at this bank),car (used),4796.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,unknown / no property,56,none,for free,1,skilled employee / official,1,none,yes
Not default,no checking account,48,critical account/ other credits existing (not at this bank),business,7629.0,unknown/ no savings account,.. >= 7 years,4,male,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",46,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes
Default,0 <= ... < 200 DM,48,existing credits paid back duly till now,radio/television,9960.0,... < 100 DM,... < 1 year,1,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,12,existing credits paid back duly till now,car (used),4675.0,unknown/ no savings account,... < 1 year,1,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,none,yes
Not default,no checking account,10,existing credits paid back duly till now,car (new),1287.0,unknown/ no savings account,.. >= 7 years,4,male,single,co-applicant,2,if not A121 : building society savings agreement/ life insurance,45,none,own,1,unskilled - resident,1,none,no
Not default,no checking account,18,existing credits paid back duly till now,radio/television,2515.0,... < 100 DM,1 <= ... < 4 years,3,male,single,none,4,real estate,43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),radio/television,2745.0,.. >= 1000 DM,4 <= ... < 7 years,3,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,6,existing credits paid back duly till now,car (new),672.0,... < 100 DM,unemployed,1,female,divorced,none,4,real estate,54,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,domestic appliances,3804.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,1,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,>= 200 DM / salary assignments for at least 1 year,24,critical account/ other credits existing (not at this bank),car (new),1344.0,unknown/ no savings account,4 <= ... < 7 years,4,male,single,none,2,real estate,37,bank,own,2,unskilled - resident,2,none,yes
Not default,< 0 DM,10,critical account/ other credits existing (not at this bank),car (new),1038.0,... < 100 DM,4 <= ... < 7 years,4,male,single,co-applicant,3,if not A121 : building society savings agreement/ life insurance,49,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,no checking account,48,critical account/ other credits existing (not at this bank),car (new),10127.0,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male,single,none,2,unknown / no property,44,bank,for free,1,skilled employee / official,1,none,yes
Not default,no checking account,6,existing credits paid back duly till now,radio/television,1543.0,.. >= 1000 DM,1 <= ... < 4 years,4,male,divorced,none,2,real estate,33,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,30,existing credits paid back duly till now,car (used),4811.0,unknown/ no savings account,4 <= ... < 7 years,2,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,24,stores,rent,1,unskilled - resident,1,none,yes
Default,< 0 DM,12,existing credits paid back duly till now,domestic appliances,727.0,100 <= ... < 500 DM,... < 1 year,4,male,married,none,3,unknown / no property,33,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,1237.0,... < 100 DM,1 <= ... < 4 years,3,female,divorced,none,4,real estate,24,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),276.0,... < 100 DM,1 <= ... < 4 years,4,male,married,none,4,real estate,22,none,rent,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,48,existing credits paid back duly till now,furniture/equipment,5381.0,unknown/ no savings account,unemployed,3,male,single,none,4,unknown / no property,40,bank,for free,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes
Not default,no checking account,24,existing credits paid back duly till now,radio/television,5511.0,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,stores,own,1,skilled employee / official,1,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,3749.0,... < 100 DM,... < 1 year,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),685.0,... < 100 DM,4 <= ... < 7 years,2,male,married,none,3,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,car (new),1494.0,unknown/ no savings account,... < 1 year,1,male,single,none,2,real estate,29,none,own,1,unskilled - resident,2,none,no
Default,< 0 DM,36,all credits at this bank paid back duly,radio/television,2746.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,12,existing credits paid back duly till now,radio/television,708.0,... < 100 DM,1 <= ... < 4 years,2,male,single,guarantor,3,if not A121 : building society savings agreement/ life insurance,38,none,own,1,unskilled - resident,2,none,yes
Not default,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,4351.0,unknown/ no savings account,1 <= ... < 4 years,1,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,48,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),(vacation - does not exist?),701.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,none,yes
Not default,< 0 DM,15,delay in paying off in the past,radio/television,3643.0,... < 100 DM,.. >= 7 years,1,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,2,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),4249.0,... < 100 DM,unemployed,4,male,married,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes
Default,< 0 DM,24,existing credits paid back duly till now,domestic appliances,1938.0,... < 100 DM,... < 1 year,4,male,divorced,none,3,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,24,existing credits paid back duly till now,car (used),2910.0,... < 100 DM,4 <= ... < 7 years,2,male,single,none,1,unknown / no property,34,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,< 0 DM,18,existing credits paid back duly till now,radio/television,2659.0,.. >= 1000 DM,1 <= ... < 4 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,18,critical account/ other credits existing (not at this bank),car (new),1028.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,3,real estate,36,none,own,2,skilled employee / official,1,none,yes
Not default,< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),3398.0,... < 100 DM,4 <= ... < 7 years,1,male,single,none,4,real estate,39,none,own,2,unskilled - resident,1,none,no
Not default,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,5801.0,unknown/ no savings account,.. >= 7 years,2,male,single,none,4,if not A121 : building society savings agreement/ life insurance,49,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,24,existing credits paid back duly till now,car (new),1525.0,.. >= 1000 DM,4 <= ... < 7 years,4,female,divorced,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,36,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,1068.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,2,none,yes
Not default,< 0 DM,24,critical account/ other credits existing (not at this bank),car (used),6615.0,... < 100 DM,unemployed,2,male,single,none,4,unknown / no property,75,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,no checking account,18,critical account/ other credits existing (not at this bank),(vacation - does not exist?),1864.0,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,divorced,none,2,real estate,30,none,own,2,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,60,existing credits paid back duly till now,car (new),7408.0,100 <= ... < 500 DM,... < 1 year,4,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
Default,no checking account,48,critical account/ other credits existing (not at this bank),car (used),11590.0,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",24,bank,rent,2,unskilled - resident,1,none,yes
Default,< 0 DM,24,no credits taken/ all credits paid back duly,radio/television,4110.0,... < 100 DM,.. >= 7 years,3,male,single,none,4,unknown / no property,23,bank,rent,2,skilled employee / official,2,none,yes
Default,< 0 DM,6,critical account/ other credits existing (not at this bank),radio/television,3384.0,... < 100 DM,1 <= ... < 4 years,1,male,divorced,none,4,real estate,44,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
