default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_employment_since,installment_as_income_perc,sex,personal_status,other_debtors,present_residence_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
Not default,0 <= ... < 200 DM,-30,all credits at this bank paid back duly,radio/television,3496.0,.. >= 1000 DM,1 <= ... < 4 years,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",34.0,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,< 0 DM,24,all credits at this bank paid back duly,car (new),2010.975003407868,100 <= ... < 500 DM,4 <= ... < 7 years,2.0,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",32.0,bank,own,1,skilled employee / official,1,none,yes
Default,no checking account,30,all credits at this bank paid back duly,car (used),7485.0,unknown/ no savings account,unemployed,7.501073538657078,female,divorced,none,1,real estate,53.0,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,6,all credits at this bank paid back duly,(vacation - does not exist?),1695.4498710672199,... < 100 DM,.. >= 7 years,4.0,female,divorced,none,4,unknown / no property,35.0,none,for free,1,skilled employee / official,1,none,yes
Default,< 0 DM,21,all credits at this bank paid back duly,car (new),1647.0,unknown/ no savings account,1 <= ... < 4 years,4.0,male,single,none,2,if not A121 : building society savings agreement/ life insurance,-80.0,none,own,2,unskilled - resident,2,none,yes
Default,< 0 DM,12,all credits at this bank paid back duly,domestic appliances,2149.0,... < 100 DM,1 <= ... < 4 years,4.0,male,divorced,none,1,unknown / no property,29.0,none,for free,1,skilled employee / official,1,none,yes
Default,< 0 DM,-24,all credits at this bank paid back duly,domestic appliances,626.0,... < 100 DM,1 <= ... < 4 years,4.0,female,divorced,none,4,real estate,24.0,bank,own,1,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),1264.0,100 <= ... < 500 DM,1 <= ... < 4 years,0.9923310844946256,male,married,none,2,if not A121 : building society savings agreement/ life insurance,25.0,none,rent,1,skilled employee / official,1,none,yes
Not default,< 0 DM,48,all credits at this bank paid back duly,radio/television,2828.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,22.0,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,24,all credits at this bank paid back duly,radio/television,2828.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,-22.0,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,domestic appliances,409.0,.. >= 1000 DM,1 <= ... < 4 years,0.3255291401863437,female,divorced,none,3,real estate,42.0,none,rent,2,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,6416.0,... < 100 DM,.. >= 7 years,7.019767013268806,female,divorced,none,3,unknown / no property,59.0,none,rent,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),6850.0,100 <= ... < 500 DM,unemployed,1.0,male,single,none,2,if not A121 : building society savings agreement/ life insurance,-34.0,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,-1454.3092397632274,500 <= ... < 1000 DM,... < 1 year,4.0,male,single,none,4,unknown / no property,30.0,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,18,all credits at this bank paid back duly,domestic appliances,1445.0,unknown/ no savings account,4 <= ... < 7 years,4.434391614119054,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",49.0,bank,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,3349.0,500 <= ... < 1000 DM,... < 1 year,4.0,male,single,none,4,unknown / no property,60.0,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (used),3437.385943187563,... < 100 DM,.. >= 7 years,2.0,female,divorced,none,4,unknown / no property,74.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437.0,100 <= ... < 500 DM,4 <= ... < 7 years,2.0,male,single,none,3,unknown / no property,-29.0,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,3552.0,... < 100 DM,4 <= ... < 7 years,3.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",54.0,bank,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,6872.0,... < 100 DM,... < 1 year,2.0,male,divorced,none,1,if not A121 : building society savings agreement/ life insurance,0.0,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,48,all credits at this bank paid back duly,business,-6132.736590506202,... < 100 DM,1 <= ... < 4 years,1.0,female,divorced,none,1,real estate,27.0,stores,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,48,all credits at this bank paid back duly,business,12646.909089876617,... < 100 DM,4 <= ... < 7 years,2.0,female,divorced,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",37.0,none,rent,1,skilled employee / official,1,none,yes
Not default,no checking account,6,all credits at this bank paid back duly,domestic appliances,1916.5204300588196,500 <= ... < 1000 DM,.. >= 7 years,2.0,male,single,none,4,if not A121 : building society savings agreement/ life insurance,45.0,bank,own,1,unskilled - resident,2,none,yes
Default,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (used),5129.0,... < 100 DM,.. >= 7 years,-1.0391467484108345,female,divorced,none,4,unknown / no property,74.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,< 0 DM,72,all credits at this bank paid back duly,radio/television,2483.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,22.0,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,18,all credits at this bank paid back duly,car (new),1442.0,... < 100 DM,4 <= ... < 7 years,4.0,male,single,none,4,unknown / no property,32.0,none,for free,2,unskilled - resident,2,none,yes
Not default,< 0 DM,18,all credits at this bank paid back duly,domestic appliances,3514.405367496734,... < 100 DM,... < 1 year,3.0,male,single,co-applicant,4,unknown / no property,36.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,< 0 DM,12,all credits at this bank paid back duly,retraining,339.0,... < 100 DM,.. >= 7 years,4.0,male,married,none,1,"if not A121/A122 : car or other, not in attribute 6",-45.0,bank,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,3349.0,500 <= ... < 1000 DM,... < 1 year,4.0,male,single,none,4,unknown / no property,0.0,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,36,all credits at this bank paid back duly,repairs,2997.8391965506767,unknown/ no savings account,... < 1 year,3.0,female,divorced,none,2,unknown / no property,29.0,bank,own,1,unemployed/ unskilled - non-resident,1,none,yes
Not default,no checking account,24,all credits at this bank paid back duly,retraining,3447.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,female,divorced,none,3,real estate,35.0,none,own,1,unskilled - resident,2,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,18,all credits at this bank paid back duly,domestic appliances,1445.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",0.0,bank,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,48,all credits at this bank paid back duly,business,7685.0,... < 100 DM,4 <= ... < 7 years,2.0,female,divorced,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",0.0,none,rent,1,skilled employee / official,1,none,yes
Default,< 0 DM,36,all credits at this bank paid back duly,radio/television,2746.0,... < 100 DM,.. >= 7 years,7.821725005870778,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",31.0,bank,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,-42,all credits at this bank paid back duly,car (new),1647.0,unknown/ no savings account,1 <= ... < 4 years,4.0,male,single,none,2,if not A121 : building society savings agreement/ life insurance,40.0,none,own,2,unskilled - resident,2,none,yes
Not default,0 <= ... < 200 DM,36,all credits at this bank paid back duly,repairs,3990.0,unknown/ no savings account,... < 1 year,-4.8742553668896615,female,divorced,none,2,unknown / no property,29.0,bank,own,1,unemployed/ unskilled - non-resident,1,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,radio/television,8030.19875372058,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,22.0,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,36,all credits at this bank paid back duly,repairs,3990.0,unknown/ no savings account,... < 1 year,3.0,female,divorced,none,2,unknown / no property,-0.1578947368421052,bank,own,1,unemployed/ unskilled - non-resident,1,none,yes
Not default,0 <= ... < 200 DM,0,all credits at this bank paid back duly,car (new),12169.0,unknown/ no savings account,unemployed,4.0,male,single,co-applicant,4,unknown / no property,36.0,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,28,all credits at this bank paid back duly,car (used),7824.0,unknown/ no savings account,... < 1 year,3.0,male,single,guarantor,4,real estate,-40.0,bank,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,3566.0,100 <= ... < 500 DM,4 <= ... < 7 years,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",-60.0,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,6,all credits at this bank paid back duly,(vacation - does not exist?),1198.0,... < 100 DM,.. >= 7 years,4.0,female,divorced,none,4,unknown / no property,35.0,none,for free,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),6850.0,100 <= ... < 500 DM,unemployed,1.9960884363633227,male,single,none,2,if not A121 : building society savings agreement/ life insurance,34.0,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),1264.0,100 <= ... < 500 DM,1 <= ... < 4 years,5.283228555273859,male,married,none,2,if not A121 : building society savings agreement/ life insurance,25.0,none,rent,1,skilled employee / official,1,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,radio/television,2828.0,500 <= ... < 1000 DM,1 <= ... < 4 years,0.6893023469563864,male,single,none,4,real estate,22.0,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,12,all credits at this bank paid back duly,retraining,2867.594449694602,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,female,divorced,none,3,real estate,35.0,none,own,1,unskilled - resident,2,none,yes
Not default,0 <= ... < 200 DM,10,all credits at this bank paid back duly,domestic appliances,-709.8794147168469,... < 100 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,23.0,stores,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,12,all credits at this bank paid back duly,domestic appliances,626.0,... < 100 DM,1 <= ... < 4 years,4.0,female,divorced,none,4,real estate,-24.0,bank,own,1,unskilled - resident,1,none,yes
Default,no checking account,18,all credits at this bank paid back duly,car (new),6458.0,... < 100 DM,.. >= 7 years,4.157977793481928,male,single,none,4,unknown / no property,39.0,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,no checking account,24,all credits at this bank paid back duly,business,1559.0,... < 100 DM,4 <= ... < 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",50.0,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437.0,100 <= ... < 500 DM,4 <= ... < 7 years,4.026012428544688,male,single,none,3,unknown / no property,29.0,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,36,all credits at this bank paid back duly,radio/television,2746.0,... < 100 DM,.. >= 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",-62.0,bank,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),1264.0,100 <= ... < 500 DM,1 <= ... < 4 years,2.0,male,married,none,2,if not A121 : building society savings agreement/ life insurance,25.0,none,rent,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,30,all credits at this bank paid back duly,radio/television,2636.5193186426277,.. >= 1000 DM,1 <= ... < 4 years,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",34.0,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,no checking account,28,all credits at this bank paid back duly,car (used),7824.0,unknown/ no savings account,... < 1 year,3.0,male,single,guarantor,4,real estate,40.0,bank,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,no checking account,12,all credits at this bank paid back duly,domestic appliances,1750.0,500 <= ... < 1000 DM,.. >= 7 years,2.0,male,single,none,4,if not A121 : building society savings agreement/ life insurance,45.0,bank,own,1,unskilled - resident,2,none,yes
Default,0 <= ... < 200 DM,24,all credits at this bank paid back duly,(vacation - does not exist?),1837.0,... < 100 DM,4 <= ... < 7 years,4.0,female,divorced,none,4,unknown / no property,0.0,bank,for free,1,unskilled - resident,1,none,yes
Default,< 0 DM,48,all credits at this bank paid back duly,radio/television,3349.0,500 <= ... < 1000 DM,... < 1 year,4.0,male,single,none,4,unknown / no property,30.0,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,6872.0,... < 100 DM,... < 1 year,2.0,male,divorced,none,1,if not A121 : building society savings agreement/ life insurance,0.0,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437.0,100 <= ... < 500 DM,4 <= ... < 7 years,4.621604379380679,male,single,none,3,unknown / no property,29.0,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,-24,all credits at this bank paid back duly,car (new),1193.0,... < 100 DM,unemployed,1.0,female,divorced,co-applicant,4,unknown / no property,29.0,none,rent,2,unemployed/ unskilled - non-resident,1,none,yes
Not default,no checking account,24,all credits at this bank paid back duly,business,-387.0527973941306,... < 100 DM,4 <= ... < 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",50.0,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,-24,all credits at this bank paid back duly,domestic appliances,626.0,... < 100 DM,1 <= ... < 4 years,4.0,female,divorced,none,4,real estate,24.0,bank,own,1,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,0,all credits at this bank paid back duly,(vacation - does not exist?),1837.0,... < 100 DM,4 <= ... < 7 years,4.0,female,divorced,none,4,unknown / no property,34.0,bank,for free,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,126,all credits at this bank paid back duly,car (used),9283.0,... < 100 DM,unemployed,1.0,male,single,none,2,unknown / no property,55.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,12,all credits at this bank paid back duly,car (new),697.0,... < 100 DM,... < 1 year,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",92.0,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,6,all credits at this bank paid back duly,car (new),931.0,100 <= ... < 500 DM,... < 1 year,1.0,female,divorced,none,1,if not A121 : building society savings agreement/ life insurance,32.0,stores,own,1,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,6,all credits at this bank paid back duly,(vacation - does not exist?),433.0,.. >= 1000 DM,... < 1 year,4.0,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,-48.0,bank,rent,1,skilled employee / official,2,none,yes
Default,0 <= ... < 200 DM,30,all credits at this bank paid back duly,car (new),6850.0,100 <= ... < 500 DM,unemployed,1.0,male,single,none,2,if not A121 : building society savings agreement/ life insurance,34.0,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),1264.0,100 <= ... < 500 DM,1 <= ... < 4 years,2.0,male,married,none,2,if not A121 : building society savings agreement/ life insurance,-25.0,none,rent,1,skilled employee / official,1,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,radio/television,2828.0,500 <= ... < 1000 DM,1 <= ... < 4 years,0.3720909397115286,male,single,none,4,real estate,22.0,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,< 0 DM,24,all credits at this bank paid back duly,radio/television,3199.0055717114756,... < 100 DM,4 <= ... < 7 years,3.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",27.0,bank,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,12,all credits at this bank paid back duly,domestic appliances,626.0,... < 100 DM,1 <= ... < 4 years,6.820741298612721,female,divorced,none,4,real estate,24.0,bank,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,12,all credits at this bank paid back duly,car (new),697.0,... < 100 DM,... < 1 year,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",-92.0,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,24,all credits at this bank paid back duly,car (used),3632.0,... < 100 DM,1 <= ... < 4 years,1.0,female,divorced,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",44.0,bank,rent,1,skilled employee / official,1,none,no
Default,< 0 DM,24,all credits at this bank paid back duly,car (new),1193.0,... < 100 DM,unemployed,1.0,female,divorced,co-applicant,4,unknown / no property,29.0,none,rent,2,unemployed/ unskilled - non-resident,1,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,domestic appliances,1546.0,... < 100 DM,4 <= ... < 7 years,0.5958256546579097,male,single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",24.0,bank,rent,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,20,all credits at this bank paid back duly,domestic appliances,1048.0,... < 100 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,23.0,stores,own,1,unskilled - resident,1,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,radio/television,2483.0,500 <= ... < 1000 DM,1 <= ... < 4 years,-1.6049130065087467,male,single,none,4,real estate,22.0,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,18,all credits at this bank paid back duly,domestic appliances,1940.0,... < 100 DM,... < 1 year,0.10803616586556275,male,single,co-applicant,4,unknown / no property,36.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),9283.0,... < 100 DM,unemployed,-0.2512242347375194,male,single,none,2,unknown / no property,55.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,3566.0,100 <= ... < 500 DM,4 <= ... < 7 years,-0.1758255514052265,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",30.0,none,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,car (new),2325.0,100 <= ... < 500 DM,4 <= ... < 7 years,4.97937017521472,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",32.0,bank,own,1,skilled employee / official,1,none,yes
Default,no checking account,18,all credits at this bank paid back duly,car (new),6458.0,... < 100 DM,.. >= 7 years,2.9290132913044022,male,single,none,4,unknown / no property,39.0,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,6416.0,... < 100 DM,.. >= 7 years,4.0,female,divorced,none,3,unknown / no property,-118.0,none,rent,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,4685.149061871632,100 <= ... < 500 DM,4 <= ... < 7 years,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",30.0,none,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,8295.663356067009,... < 100 DM,.. >= 7 years,4.0,female,divorced,none,3,unknown / no property,59.0,none,rent,1,skilled employee / official,1,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,18,all credits at this bank paid back duly,domestic appliances,-1175.9297478174456,unknown/ no savings account,4 <= ... < 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",49.0,bank,own,1,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,6,all credits at this bank paid back duly,(vacation - does not exist?),402.6357296423544,.. >= 1000 DM,... < 1 year,4.0,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,24.0,bank,rent,1,skilled employee / official,2,none,yes
Not default,no checking account,48,all credits at this bank paid back duly,business,3609.0,... < 100 DM,1 <= ... < 4 years,1.0,female,divorced,none,1,real estate,-27.0,stores,own,1,skilled employee / official,1,none,yes
Not default,no checking account,-48,all credits at this bank paid back duly,business,1559.0,... < 100 DM,4 <= ... < 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",50.0,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,-54,all credits at this bank paid back duly,domestic appliances,1445.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",49.0,bank,own,1,unskilled - resident,1,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,car (used),3632.0,... < 100 DM,1 <= ... < 4 years,0.9132638460763518,female,divorced,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",22.0,bank,rent,1,skilled employee / official,1,none,no
Not default,< 0 DM,24,all credits at this bank paid back duly,car (new),2325.0,100 <= ... < 500 DM,4 <= ... < 7 years,2.0,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",64.0,bank,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,6,all credits at this bank paid back duly,car (new),524.8870808930582,100 <= ... < 500 DM,... < 1 year,1.0,female,divorced,none,1,if not A121 : building society savings agreement/ life insurance,32.0,stores,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,36,all credits at this bank paid back duly,radio/television,2746.0,... < 100 DM,.. >= 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",-31.0,bank,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,30,all credits at this bank paid back duly,radio/television,3496.0,.. >= 1000 DM,1 <= ... < 4 years,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",68.0,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
Default,< 0 DM,18,all credits at this bank paid back duly,radio/television,1553.0,... < 100 DM,1 <= ... < 4 years,8.692617970689257,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",44.0,bank,own,1,skilled employee / official,1,none,yes
Not default,no checking account,15,all credits at this bank paid back duly,domestic appliances,1774.787824509369,100 <= ... < 500 DM,.. >= 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",34.0,bank,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,12,all credits at this bank paid back duly,domestic appliances,626.0,... < 100 DM,1 <= ... < 4 years,4.0,female,divorced,none,4,real estate,48.0,bank,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,12,all credits at this bank paid back duly,domestic appliances,626.0,... < 100 DM,1 <= ... < 4 years,3.3665180987512615,female,divorced,none,4,real estate,24.0,bank,own,1,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),3474.1462823455245,100 <= ... < 500 DM,4 <= ... < 7 years,2.0,male,single,none,3,unknown / no property,29.0,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,36,all credits at this bank paid back duly,repairs,3990.0,unknown/ no savings account,... < 1 year,8.103561170779058,female,divorced,none,2,unknown / no property,29.0,bank,own,1,unemployed/ unskilled - non-resident,1,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,radio/television,2184.379877600951,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,22.0,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,18,all credits at this bank paid back duly,domestic appliances,1445.0,unknown/ no savings account,4 <= ... < 7 years,8.701515882803028,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",49.0,bank,own,1,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,60,all credits at this bank paid back duly,furniture/equipment,14782.0,100 <= ... < 500 DM,.. >= 7 years,3.0,female,divorced,none,4,unknown / no property,120.0,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,no checking account,18,all credits at this bank paid back duly,car (new),-4024.1413470819666,... < 100 DM,.. >= 7 years,2.0,male,single,none,4,unknown / no property,39.0,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,< 0 DM,24,all credits at this bank paid back duly,radio/television,2483.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,male,single,none,4,real estate,-44.0,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,3566.0,100 <= ... < 500 DM,4 <= ... < 7 years,4.0,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",-30.0,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,15,all credits at this bank paid back duly,domestic appliances,1569.0,100 <= ... < 500 DM,.. >= 7 years,4.0,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",-34.0,bank,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,car (new),1193.0,... < 100 DM,unemployed,1.0,female,divorced,co-applicant,4,unknown / no property,29.0,none,rent,2,unemployed/ unskilled - non-resident,1,none,yes
Not default,no checking account,28,all credits at this bank paid back duly,car (used),7824.0,unknown/ no savings account,... < 1 year,6.58592625440683,male,single,guarantor,4,real estate,40.0,bank,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes
Default,no checking account,36,all credits at this bank paid back duly,car (new),6458.0,... < 100 DM,.. >= 7 years,2.0,male,single,none,4,unknown / no property,39.0,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,< 0 DM,12,all credits at this bank paid back duly,retraining,-8.30034590618466,... < 100 DM,.. >= 7 years,4.0,male,married,none,1,"if not A121/A122 : car or other, not in attribute 6",45.0,bank,own,1,unskilled - resident,1,none,yes
Default,>= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,business,609.0,... < 100 DM,... < 1 year,4.0,female,divorced,none,1,real estate,26.0,none,own,1,unemployed/ unskilled - non-resident,1,none,yes
Not default,< 0 DM,24,all credits at this bank paid back duly,car (new),-4759.750598420792,100 <= ... < 500 DM,4 <= ... < 7 years,2.0,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",32.0,bank,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),8737.652556541767,... < 100 DM,unemployed,1.0,male,single,none,2,unknown / no property,55.0,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
